"","yie_react","SCREEN_ID","NOTEBOOK_ID","REACTION_ID","KeyWord_STD","ReactionGroup","RXN_SMILES","PCAT_CMPD_ID","PRODUCT_STRUCTURE","Product_Yield_PCT_Area_UV","Product_UV_Analysis_Wavelength_nm","Product_Yield_Mass_Ion_Count","Product_Selectivity","Solvent_1_Name","Reaction_T","Reaction_Time_hrs","Catalyst_1_eq","Catalyst_1_ID.1.","catalyst_1_ID_1_SMILES","Catalyst_1_ID.2.","catalyst_1_ID_2_SMILES","Catalyst_1_Short_Hand","Catalyst_2_eq","Catalyst_2_ID.1.","catalyst_2_ID_1_SMILES","Catalyst_2_ID.2.","catalyst_2_ID_2_SMILES","Catalyst_2_Short_Hand","Reactant_1_eq","Reactant_1_ID","Reactant_1_SMILES","Reactant_2_eq","Reactant_2_ID","reactant_2_SMILES","Reactant_3_eq","Reactant_3_ID","reactant_3_SMILES","Reagent_1_eq","Reagent_1_ID","Reagent_1_Short_Hand","Reagent_2_eq","Reagent_2_ID","Reagent_2_Short_Hand","ReactionClass","react_1_canon","react_2_canon","halide","nuc","catalyst","ligand"
"65","85__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769484","BUCHWALD","Metal Mediated","[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",85,225,70864.2647985914,"","t-AmOH",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C","Pd(OAc)2",0.25,"MFCD06798301","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C",NA,NA,"Pd(OAc)2/cataCXium POMetB",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","c1(n(c2c(OC)cccc2)ccc1)P(C(C)(C)C)C(C)(C)C"
"66","85__PF-05314903__MFCD03419272__","SCRN_298","00119131-2673","RKB-03997377","BUCHWALD","Metal Mediated","Br[c:1]1[n:9][c:8]([c:4]2[cH:3][cH:2]1)[cH:7]c[cH:6][c:5]2[C:10]#[N:11].[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH2:23])[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH:23][c:4]2[cH:10][n:11][c:1]([N:9]3[CH2:6][CH2:5]O[CH2:7][CH2:8]3)[cH:2][cH:3]2)[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]","PF-07093146","CC(C)(C)OC(=O)N1CC[C@H](C1)Nc2ccc(nc2)N3CCOCC3",85,254,122662.575037527,"","Dioxane",120,NA,0.125,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.125,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"PF-05314903","c1cc(c2c(c1)nc(cc2)Br)C#N",1,"MFCD03419272","N1(C[C@@H](CC1)N)C(OC(C)(C)C)=O",NA,NA,NA,NA,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
"67","84__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769485","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",84,225,24841.5271126609,"","t-AmOH",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1","Pd(OAc)2",0.25,"MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1",NA,NA,"Pd(OAc)2/R-Josiphos SL-J009-1",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00064808","KOtPn",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1"
"68","84__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769486","BUCHWALD","Metal Mediated","[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",84,225,39502.3758071032,"","t-AmOH",110,18,NA,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.125,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00064808","KOtPn",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"69","84__MFCD12024888__MFCD00005972__","SCRN_433","00119131-1503","RKB-03539082","BUCHWALD","Metal Mediated","[CH2:1]1[NH:6][CH2:5][CH2:4][O:3][CH2:2]1.[CH3:7][c:8]1[c:13]([Cl:14])[n:12][c:11](Cl)[cH:10][n:9]1>>[CH3:7][c:8]1[c:13]([Cl:14])[n:12][c:11]([N:6]2[CH2:1][CH2:2][O:3][CH2:4][CH2:5]2)[cH:10][n:9]1","PF-06746933","Cc1ncc(nc1Cl)N2CCOCC2",84,320,3098031,"1.11462259176555","THF",70,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC","Pd(OAc)2",0.125,"MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC",NA,NA,"cataCXium A",1,"MFCD12024888","c1c(nc(c(n1)C)Cl)Cl",1,"MFCD00005972","C1COCCN1",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1ncc(Cl)nc1Cl","C1COCCN1","Cc1ncc(Cl)nc1Cl","C1COCCN1","C(O[Pd]OC(C)=O)(C)=O","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC"
"70","84__MFCD12024888__MFCD00005972__","SCRN_433","00119131-1503","RKB-03539083","BUCHWALD","Metal Mediated","[CH3:1][c:2]1[c:7]([Cl:8])[n:6][c:5](Cl)[cH:4][n:3]1.[CH2:9]1[NH:14][CH2:13][CH2:12][O:11][CH2:10]1>>[CH3:1][c:2]1[c:7]([Cl:8])[n:6][c:5]([N:14]2[CH2:9][CH2:10][O:11][CH2:12][CH2:13]2)[cH:4][n:3]1","PF-06746933","Cc1ncc(nc1Cl)N2CCOCC2",84,320,2958466.625,"1.0817231563705","THF",70,18,0.0625,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC","Pd(OAc)2",0.125,"MFCD05861606","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC",NA,NA,"cataCXium A",1,"MFCD12024888","c1c(nc(c(n1)C)Cl)Cl",1,"MFCD00005972","C1COCCN1",NA,NA,NA,2,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","Cc1ncc(Cl)nc1Cl","C1COCCN1","Cc1ncc(Cl)nc1Cl","C1COCCN1","C(O[Pd]OC(C)=O)(C)=O","P([C@]12C[C@@H]3C[C@H](C2)C[C@@H](C1)C3)([C@]12C[C@@H]3C[C@@H](C2)C[C@@H](C1)C3)CCCC"
"71","84__AXL022633__AXL032292__","SCRN_417","00119131-1032","RKB-03546210","BUCHWALD","Metal Mediated","[CH3:1][n:2]1[n:7][cH:6][c:4]([NH2:5])[cH:3]1.[CH3:8][C:9]([O:12][C:13]([N:15]1[C:29]([CH3:31])([CH3:30])[c:28]([c:17]2[CH2:16]1)[n:20]([C:21]([O:23][C:24]([CH3:27])([CH3:26])[CH3:25])=[O:22])[n:19][c:18]2Br)=[O:14])([CH3:11])[CH3:10]>>[CH3:1][n:2]1[n:7][cH:6][c:4]([NH:5][c:18]2[c:17]3[c:28]([C:29]([CH3:31])([CH3:30])[N:15]([C:13]([O:12][C:9]([CH3:11])([CH3:10])[CH3:8])=[O:14])[CH2:16]3)[n:20]([C:21]([O:23][C:24]([CH3:27])([CH3:26])[CH3:25])=[O:22])[n:19]2)[cH:3]1","PF-06469764","Cn1cc(Nc2nn(C(=O)OC(C)(C)C)c3c2CN(C(=O)OC(C)(C)C)C3(C)C)cn1",84,225,169268.4,"7.4","t-AmOH",90,18,NA,"","","MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN","",0.1,"MFCD12545956","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",NA,NA,"BrettPhos Palladacycle",1,"AXL022633","c12c(CN(C2(C)C)C(OC(C)(C)C)=O)c(nn1C(OC(C)(C)C)=O)Br",2,"AXL032292","c1c(cn(C)n1)N",NA,NA,NA,3,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","CC(C)(C)OC(=O)N1Cc2c(Br)nn(C(=O)OC(C)(C)C)c2C1(C)C","Cn1cc(N)cn1","c1(cc(cc(c1c1c(ccc(c1P(C1CCCCC1)C1CCCCC1)OC)OC)C(C)C)C(C)C)C(C)C.c1(c(cccc1)[Pd]Cl)CCN",""
"72","83__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769487","BUCHWALD","Metal Mediated","[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][NH:15][CH2:14][CH2:13]3.Br[c:22]1[cH:31][c:30]([c:25]2[cH:24][cH:23]1)[cH:29][cH:28][cH:27][n:26]2>>[O:1]=[C:2]1[c:21]([c:5]2[CH2:4][NH:3]1)[cH:20][cH:19][cH:18][c:6]2[O:7][CH2:8][CH2:9][CH2:10][CH2:11][N:12]3[CH2:17][CH2:16][N:15]([c:22]4[cH:31][c:30]([c:25]5[cH:24][cH:23]4)[cH:29][cH:28][cH:27][n:26]5)[CH2:14][CH2:13]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",83,225,100941.081893268,"","Dioxane",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1","Pd(OAc)2",0.25,"MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1",NA,NA,"Pd(OAc)2/R-Josiphos SL-J009-1",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1"
"73","82__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769491","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",82,225,45654.8389518221,"","Dioxane",110,18,0.125,"MFCD00012453","C(O[Pd]OC(C)=O)(C)=O","MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1","Pd(OAc)2",0.25,"MFCD08543435","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1",NA,NA,"Pd(OAc)2/R-Josiphos SL-J009-1",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00064808","KOtPn",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","C(O[Pd]OC(C)=O)(C)=O","[Fe].C1CCC(C1[C@@H](C)P(C(C)(C)C)C(C)(C)C)P(C1CCCCC1)C1CCCCC1.C1CCCC1"
"74","82__PF-06670192__MFCD05667135__","SCRN_346","00119131-1227","RKB-03542494","BUCHWALD","Metal Mediated","[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10](Cl)[n:9]2)[c:15]([c:16]4[n:21][cH:20][cH:19][cH:18][cH:17]4)[cH:14][nH:13]3)[CH2:4]1.[CH3:30][n:31]1[n:36][cH:35][c:33]([NH2:34])[cH:32]1>>[CH3:1][N:2]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:3]1[CH2:6][C@H:5]([O:7][c:8]2[c:22]([c:12]3[n:11][c:10]([NH:34][c:33]4[cH:32][n:31]([CH3:30])[n:36][cH:35]4)[n:9]2)[c:15]([c:16]5[n:21][cH:20][cH:19][cH:18][cH:17]5)[cH:14][nH:13]3)[CH2:4]1","PF-06671527","CN([C@@H]1C[C@H](C1)Oc2nc(Nc3cnn(C)c3)nc4[nH]cc(c5ccccn5)c24)C(=O)OC(C)(C)C",82,280,15961053,"","t-AmOH",110,18,NA,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.063,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"PF-06670192","n1c(nc2c(c1O[C@@H]1C[C@H](C1)N(C(OC(C)(C)C)=O)C)c(c[nH]2)c1ncccc1)Cl",2,"MFCD05667135","c1c(cn(C)n1)N",NA,NA,NA,NA,"MFCD00010957","Cs2CO3",NA,"","","Pd coupling","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","CN(C(=O)OC(C)(C)C)[C@H]1C[C@H](Oc2nc(Cl)nc3[nH]cc(-c4ccccn4)c23)C1","Cn1cc(N)cn1","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"75","82__PF-05314903__MFCD03419272__","SCRN_298","00119131-2673","RKB-03997380","BUCHWALD","Metal Mediated","Br[c:1]1[n:9][c:8]([c:4]2[cH:3][cH:2]1)[cH:7]c[cH:6][c:5]2[C:10]#[N:11].[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH2:23])[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH:23][c:4]2[cH:10][n:11][c:1]([N:9]3[CH2:6][CH2:5]O[CH2:7][CH2:8]3)[cH:2][cH:3]2)[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]","PF-07093146","CC(C)(C)OC(=O)N1CC[C@H](C1)Nc2ccc(nc2)N3CCOCC3",82,254,108383.165204171,"","Dioxane",120,NA,0.125,"","","MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C","",0.125,"MFCD03094580","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",NA,NA,"Pd(P(tBu)3)2",1,"PF-05314903","c1cc(c2c(c1)nc(cc2)Br)C#N",1,"MFCD03419272","N1(C[C@@H](CC1)N)C(OC(C)(C)C)=O",NA,NA,NA,NA,"MFCD00008261","LiHMDS",NA,"","","Pd coupling","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","[Pd].C(P(C(C)(C)C)C(C)(C)C)(C)(C)C.C(P(C(C)(C)C)C(C)(C)C)(C)(C)C",""
"76","82__PF-05314903__MFCD03419272__","SCRN_298","00119131-2673","RKB-03997381","BUCHWALD","Metal Mediated","Br[c:1]1[n:9][c:8]([c:4]2[cH:3][cH:2]1)[cH:7]c[cH:6][c:5]2[C:10]#[N:11].[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH2:23])[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]>>[CH3:12][C:13]([O:16][C:17]([N:19]1[CH2:24][C@H:22]([NH:23][c:4]2[cH:10][n:11][c:1]([N:9]3[CH2:6][CH2:5]O[CH2:7][CH2:8]3)[cH:2][cH:3]2)[CH2:21][CH2:20]1)=[O:18])([CH3:15])[CH3:14]","PF-07093146","CC(C)(C)OC(=O)N1CC[C@H](C1)Nc2ccc(nc2)N3CCOCC3",82,254,48569.0581832545,"","Dioxane",120,NA,0.125,"","","MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]","",0.125,"MFCD05861622","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",NA,NA,"SK-CC02-A",1,"PF-05314903","c1cc(c2c(c1)nc(cc2)Br)C#N",1,"MFCD03419272","N1(C[C@@H](CC1)N)C(OC(C)(C)C)=O",NA,NA,NA,NA,"MFCD00064808","KOtPn",NA,"","","Pd coupling","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","N#Cc1cccc2nc(Br)ccc12","CC(C)(C)OC(=O)N1CC[C@@H](N)C1","C1(C(CCC1)[Pd]Cl)CN(C)C.P(C1[C@H]2C[C@@H](C1)CC2)C1[C@@H]2C[C@H](C1)CC2.C1CCCC1.[Fe]",""
"77","81__PF-06828598__MFCD00024023__","SCRN_98","00119131-2440","RKB-03769494","BUCHWALD","Metal Mediated","Br[c:1]1[cH:10][c:9]([c:4]2[cH:3][cH:2]1)[cH:8][cH:7][cH:6][n:5]2.[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][NH:25][CH2:24][CH2:23]3>>[O:11]=[C:12]1[c:31]([c:15]2[CH2:14][NH:13]1)[cH:30][cH:29][cH:28][c:16]2[O:17][CH2:18][CH2:19][CH2:20][CH2:21][N:22]3[CH2:27][CH2:26][N:25]([c:1]4[cH:10][c:9]([c:4]5[cH:3][cH:2]4)[cH:8][cH:7][cH:6][n:5]5)[CH2:24][CH2:23]3","PF-07013203","O=C1NCc2c(OCCCCN3CCN(CC3)c4ccc5ncccc5c4)cccc12",81,225,55998.6318583314,"","t-AmOH",110,18,NA,"","","MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O","",0.125,"MFCD22572666","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",NA,NA,"3G OMs BrettPhos",1,"PF-06828598","C1CN(CCN1)CCCCOc1cccc2c1CNC2=O",NA,"MFCD00024023","c12c(ccc(c1)Br)nccc2",NA,NA,NA,3,"MFCD00050479","LiOBut",NA,"","","Pd coupling","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","Brc1ccc2ncccc2c1","Brc1ccc2ncccc2c1","O=C1NCc2c(OCCCCN3CCNCC3)cccc21","c1(c(c(ccc1OC)OC)P(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C(C)C)C(C)C)C(C)C.c1(ccccc1c1ccccc1N)[Pd+].[O-]S(C)(=O)=O",""
